event_id,event_type,total_attendees,load_factor,venue_capacity,risk_level
EVT04514,Corporate Meetup,182,1.75,104,Very Critical
EVT01793,College Fest,7842,0.83,9449,Medium
EVT02335,Exhibition,4869,0.83,5867,Medium
EVT02589,Trade Fair,5594,1.26,4440,High
EVT02588,Trade Fair,16506,1.14,14479,High
EVT02054,Exhibition,10734,0.86,12482,Medium
EVT02631,College Fest,14483,1.25,11587,High
EVT04140,Corporate Meetup,178,1.42,126,Critical
EVT00783,Sports Match,22969,0.78,29448,Low
EVT02215,Concert,51636,0.96,53788,Medium
EVT04775,Birthday Party,502,1.56,322,Critical
EVT03856,Sports Match,13520,1.35,10015,Critical
EVT00342,Exhibition,4302,0.35,12293,Low
EVT01199,Corporate Meetup,365,0.69,530,Low
EVT00199,Product Launch,1481,0.77,1924,Low
EVT04977,Trade Fair,23259,1.7,13682,Very Critical
EVT01988,College Fest,10992,0.93,11820,Medium
EVT00507,Movie event,10020,0.49,20451,Low
EVT01756,Exhibition,9046,1,9046,Medium
EVT00821,Wedding,383,0.56,685,Low
EVT02872,Wedding,487,1.11,439,High
EVT03703,Festival,97738,1.24,78821,High
EVT01882,Political Rally,33235,0.88,37768,Medium
EVT00229,Birthday Party,177,0.43,413,Low
EVT00051,Sports Match,31262,0.57,54846,Low
EVT02882,College Fest,6793,1.13,6012,High
EVT03140,Cultural Event,3485,1.16,3005,High
EVT01421,Exhibition,13354,0.95,14057,Medium
EVT02823,Exhibition,8830,1.2,7359,High
EVT03634,College Fest,15008,1.06,14159,High
EVT01600,Birthday Party,443,0.85,522,Medium
EVT02072,Festival,101876,0.85,119855,Medium
EVT03752,Corporate Meetup,513,1.47,349,Critical
EVT03563,Festival,56245,1.21,46484,High
EVT01124,Cultural Event,8423,0.74,11383,Low
EVT04958,Wedding,732,1.42,516,Critical
EVT04756,Concert,64961,1.69,38439,Very Critical
EVT00867,Conference,959,0.58,1655,Low
EVT00015,Corporate Meetup,453,0.61,743,Low
EVT02621,Exhibition,8178,1.17,6990,High
EVT02020,Corporate Meetup,489,0.98,499,Medium
EVT01306,Exhibition,8239,0.81,10172,Medium
EVT00168,Wedding,177,0.47,378,Low
EVT03766,Birthday Party,1107,1.66,667,Very Critical
EVT02679,Political Rally,113039,1.16,97448,High
EVT01926,Product Launch,1727,0.88,1963,Medium
EVT02024,Wedding,528,0.88,600,Medium
EVT01999,Birthday Party,250,0.89,282,Medium
EVT00891,College Fest,6466,0.78,8290,Low
EVT01630,Movie event,46076,0.83,55514,Medium
EVT02699,Marathon,186420,1.29,144512,High
EVT03182,Concert,52734,1.11,47509,High
EVT02111,Festival,22174,0.91,24368,Medium
EVT03778,Conference,4776,1.76,2714,Very Critical
EVT02001,Conference,2648,0.9,2943,Medium
EVT01260,Festival,101648,0.98,103723,Medium
EVT01290,Corporate Meetup,570,0.92,620,Medium
EVT02029,Trade Fair,12846,0.98,13109,Medium
EVT04431,Movie event,98010,1.7,57653,Very Critical
EVT03821,Product Launch,4067,1.48,2748,Critical
EVT03667,Political Rally,137122,1.23,111482,High
EVT00040,Birthday Party,355,0.47,756,Low
EVT03411,Concert,20050,1.2,16709,High
EVT00758,Political Rally,45563,0.67,68005,Low
EVT00093,Exhibition,8062,0.62,13004,Low
EVT04961,Concert,33862,1.64,20648,Very Critical
EVT01720,Political Rally,60525,0.85,71207,Medium
EVT00914,Marathon,20432,0.8,25541,Low
EVT01525,Wedding,645,0.88,733,Medium
EVT00341,Birthday Party,539,0.68,794,Low
EVT02471,Movie event,47247,0.94,50263,Medium
EVT02036,Religious Gathering,120514,0.93,129586,Medium
EVT03817,Birthday Party,1092,1.5,728,Critical
EVT00569,Trade Fair,2440,0.71,3438,Low
EVT02007,Cultural Event,4127,0.93,4438,Medium
EVT00693,Movie event,20963,0.65,32252,Low
EVT03730,Wedding,208,1.29,162,High
EVT01621,Corporate Meetup,361,0.84,430,Medium
EVT03336,Sports Match,14716,1.03,14288,High
EVT02740,Sports Match,18527,1.16,15972,High
EVT04583,Religious Gathering,187715,1.46,128572,Critical
EVT04252,Product Launch,493,1.31,377,Critical
EVT00334,Religious Gathering,35369,0.49,72182,Low
EVT00566,Birthday Party,227,0.41,556,Low
EVT01167,Movie event,11315,0.72,15716,Low
EVT04945,Political Rally,35907,1.73,20756,Very Critical
EVT02420,Conference,2311,0.97,2383,Medium
EVT04416,Festival,221521,1.48,149677,Critical
EVT00047,Concert,20355,0.46,44252,Low
EVT03838,College Fest,23930,1.62,14772,Very Critical
EVT00350,Festival,21301,0.53,40191,Low
EVT00690,Corporate Meetup,290,0.61,476,Low
EVT00392,Cultural Event,10253,0.75,13671,Low
EVT01420,Conference,950,0.92,1033,Medium
EVT02401,Political Rally,49038,0.86,57021,Medium
EVT00489,Conference,748,0.72,1040,Low
EVT01177,Product Launch,915,0.53,1728,Low
EVT00715,Exhibition,9276,0.73,12707,Low
EVT03026,Concert,36044,1.17,30807,High
EVT01945,Sports Match,46342,0.93,49831,Medium
EVT00817,Marathon,11493,0.31,37077,Low
EVT01686,Exhibition,2906,0.82,3544,Medium
EVT03200,Product Launch,2956,1.06,2789,High
EVT01459,Political Rally,135873,0.91,149311,Medium
EVT02097,Cultural Event,13010,0.97,13413,Medium
EVT01453,Birthday Party,257,0.95,271,Medium
EVT04852,Cultural Event,25263,1.75,14436,Very Critical
EVT04785,Corporate Meetup,832,1.5,555,Critical
EVT00140,Religious Gathering,48799,0.55,88727,Low
EVT04048,Conference,2221,1.48,1501,Critical
EVT02022,Trade Fair,11939,0.85,14047,Medium
EVT02761,Movie event,8784,1.17,7508,High
EVT02025,Corporate Meetup,556,0.91,611,Medium
EVT01040,Exhibition,2629,0.75,3506,Low
EVT00665,Corporate Meetup,188,0.44,428,Low
EVT04316,Religious Gathering,107178,1.42,75478,Critical
EVT01117,Product Launch,707,0.39,1813,Low
EVT03947,Exhibition,5101,1.52,3356,Critical
EVT02747,Product Launch,1314,1.1,1195,High
EVT00261,Conference,935,0.6,1559,Low
EVT03297,Conference,2730,1.16,2354,High
EVT04139,Political Rally,64452,1.38,46705,Critical
EVT03592,Trade Fair,8653,1.03,8401,High
EVT03010,Religious Gathering,133146,1.29,103214,High
EVT03536,Marathon,111514,1.07,104219,High
EVT02629,Cultural Event,7642,1.18,6477,High
EVT00936,Conference,256,0.5,512,Low
EVT03123,Wedding,185,1.21,153,High
EVT02125,Corporate Meetup,522,0.93,562,Medium
EVT03850,Religious Gathering,212197,1.5,141465,Critical
EVT00884,Exhibition,5080,0.49,10369,Low
EVT00251,College Fest,5021,0.41,12248,Low
EVT02642,Conference,2330,1.17,1992,High
EVT04698,Marathon,67105,1.6,41941,Critical
EVT04152,Conference,2785,1.63,1709,Very Critical
EVT04475,Movie event,19755,1.74,11354,Very Critical
EVT02816,Religious Gathering,174935,1.23,142224,High
EVT04656,Concert,14298,1.4,10213,Critical
EVT01905,Sports Match,52920,0.99,53455,Medium
EVT03252,Religious Gathering,53206,1.12,47506,High
EVT02387,Corporate Meetup,674,0.85,793,Medium
EVT04820,Conference,703,1.48,475,Critical
EVT01718,Movie event,44022,0.97,45384,Medium
EVT02266,Conference,1717,0.92,1867,Medium
EVT01266,Political Rally,42980,0.83,51784,Medium
EVT02530,Marathon,151516,1.28,118372,High
EVT00903,Wedding,298,0.74,404,Low
EVT03660,Political Rally,38024,1.02,37279,High
EVT03943,Concert,91618,1.76,52056,Very Critical
EVT00109,Exhibition,9826,0.79,12438,Low
EVT02582,Cultural Event,2135,1.05,2034,High
EVT04703,Festival,125301,1.76,71194,Very Critical
EVT03390,Exhibition,10671,1.04,10261,High
EVT02178,Sports Match,4835,0.89,5433,Medium
EVT01474,Exhibition,8351,0.93,8980,Medium
EVT04156,Product Launch,587,1.64,358,Very Critical
EVT02672,Wedding,687,1.29,533,High
EVT01399,Corporate Meetup,586,0.84,698,Medium
EVT03168,Product Launch,2815,1.21,2327,High
EVT03049,Product Launch,2233,1.03,2168,High
EVT04408,Cultural Event,11461,1.48,7744,Critical
EVT03488,Product Launch,2712,1.26,2153,High
EVT02498,Corporate Meetup,494,0.99,499,Medium
EVT04835,Sports Match,89966,1.78,50543,Very Critical
EVT03625,Wedding,262,1.27,207,High
EVT00746,College Fest,1222,0.43,2844,Low
EVT04837,College Fest,17623,1.62,10879,Very Critical
EVT01442,Conference,2862,0.97,2951,Medium
EVT04506,Political Rally,206610,1.67,123719,Very Critical
EVT01760,Exhibition,11407,0.82,13912,Medium
EVT00383,Wedding,322,0.46,702,Low
EVT03540,Trade Fair,11269,1.06,10632,High
EVT04964,Marathon,193431,1.53,126426,Critical
EVT02312,Birthday Party,672,0.91,739,Medium
EVT02547,Corporate Meetup,330,1.04,318,High
EVT02090,Trade Fair,5324,0.81,6573,Medium
EVT01696,Marathon,117996,0.99,119188,Medium
EVT02718,Sports Match,29023,1.02,28454,High
EVT03549,Conference,1774,1.15,1543,High
EVT04192,Conference,1845,1.69,1092,Very Critical
EVT02019,Political Rally,104063,0.94,110706,Medium
EVT01757,Exhibition,12623,0.99,12751,Medium
EVT03996,Festival,223858,1.64,136499,Very Critical
EVT02447,Movie event,38445,0.85,45230,Medium
EVT00433,Birthday Party,182,0.46,396,Low
EVT02697,Trade Fair,5449,1.08,5046,High
EVT00680,Product Launch,1148,0.56,2051,Low
EVT00876,Trade Fair,1662,0.43,3867,Low
EVT04761,Sports Match,75018,1.74,43114,Very Critical
EVT00764,Cultural Event,8589,0.62,13854,Low
EVT01198,Wedding,189,0.41,463,Low
EVT04111,Cultural Event,17836,1.35,13212,Critical
EVT03593,Religious Gathering,100143,1.13,88623,High
EVT01873,Trade Fair,10785,0.83,12995,Medium
EVT01340,Sports Match,17080,0.99,17253,Medium
EVT00082,College Fest,1745,0.59,2958,Low
EVT00626,Exhibition,8949,0.75,11932,Low
EVT02030,Exhibition,13009,0.92,14141,Medium
EVT02177,Sports Match,41524,0.95,43710,Medium
EVT00217,Movie event,24632,0.43,57286,Low
EVT04890,Concert,19450,1.57,12389,Critical
EVT00795,Political Rally,43332,0.76,57016,Low
EVT03405,Cultural Event,10059,1.27,7921,High
EVT04077,Trade Fair,17680,1.52,11632,Critical
EVT04707,Wedding,1138,1.61,707,Very Critical
EVT01730,Concert,27306,0.92,29681,Medium
EVT01919,Movie event,9982,0.92,10851,Medium
EVT03897,College Fest,21465,1.78,12059,Very Critical
EVT03244,Wedding,204,1.08,189,High
EVT03753,Movie event,30800,1.53,20131,Critical
EVT02507,Conference,2409,1.02,2362,High
EVT00494,Corporate Meetup,435,0.75,580,Low
EVT02587,Exhibition,15207,1.05,14483,High
EVT01860,Cultural Event,8561,0.84,10192,Medium
EVT00135,Religious Gathering,83232,0.75,110976,Low
EVT04737,Product Launch,3369,1.32,2553,Critical
EVT04614,Festival,56174,1.74,32284,Very Critical
EVT00372,College Fest,3080,0.77,4001,Low
EVT00498,Conference,781,0.7,1117,Low
EVT03655,Festival,28446,1.08,26339,High
EVT04287,Political Rally,81124,1.73,46893,Very Critical
EVT00736,Cultural Event,2186,0.79,2768,Low
EVT01312,Marathon,64563,0.86,75074,Medium
EVT01694,Product Launch,596,0.96,621,Medium
EVT03864,Sports Match,34825,1.78,19565,Very Critical
EVT00976,Wedding,66,0.42,159,Low
EVT01520,Conference,1958,0.87,2251,Medium
EVT03241,Cultural Event,12558,1.16,10826,High
EVT02558,Wedding,503,1.1,458,High
EVT04505,Corporate Meetup,691,1.4,494,Critical
EVT01927,College Fest,10797,0.84,12854,Medium
EVT01324,Concert,25166,0.84,29960,Medium
EVT03205,Product Launch,399,1.04,384,High
EVT04346,Conference,1164,1.64,710,Very Critical
EVT00265,Political Rally,82579,0.67,123253,Low
EVT00353,Product Launch,1239,0.48,2582,Low
EVT00973,Sports Match,29266,0.76,38508,Low
EVT02044,Conference,1372,0.82,1674,Medium
EVT03907,Movie event,73790,1.58,46703,Critical
EVT02476,Exhibition,10874,0.86,12645,Medium
EVT04357,Conference,4477,1.52,2946,Critical
EVT02514,Trade Fair,12240,1.29,9489,High
EVT03295,Sports Match,56251,1.08,52085,High
EVT02295,Marathon,142042,0.98,144941,Medium
EVT01080,Movie event,12366,0.63,19630,Low
EVT01363,Trade Fair,8179,0.82,9975,Medium
EVT01758,Conference,1312,0.82,1600,Medium
EVT00210,Birthday Party,510,0.7,730,Low
EVT04474,Conference,3538,1.42,2492,Critical
EVT03248,Movie event,36097,1.26,28649,High
EVT03584,Political Rally,73956,1.16,63756,High
EVT02605,Festival,118952,1.08,110141,High
EVT03451,Product Launch,1496,1.18,1268,High
EVT02093,Exhibition,11171,0.98,11399,Medium
EVT00442,Festival,38538,0.7,55055,Low
EVT00207,Movie event,34989,0.75,46653,Low
EVT04078,Festival,172455,1.54,111984,Critical
EVT02808,Conference,2160,1.08,2000,High
EVT01462,Concert,52434,0.94,55781,Medium
EVT04101,Cultural Event,22174,1.54,14399,Critical
EVT02081,Movie event,19272,0.85,22674,Medium
EVT01213,Cultural Event,10107,0.68,14864,Low
EVT00400,Trade Fair,4351,0.51,8532,Low
EVT03795,Conference,659,1.6,412,Critical
EVT00930,Trade Fair,815,0.36,2266,Low
EVT00030,Product Launch,1554,0.53,2933,Low
EVT04260,Concert,63932,1.6,39958,Critical
EVT02204,Movie event,10264,0.91,11280,Medium
EVT00614,Religious Gathering,45497,0.37,122965,Low
EVT02214,Festival,51834,0.94,55143,Medium
EVT02467,Concert,4790,0.89,5383,Medium
EVT03000,Corporate Meetup,361,1.21,299,High
EVT03697,Product Launch,2374,1.02,2328,High
EVT03086,Religious Gathering,117453,1.01,116291,High
EVT03490,Sports Match,26225,1.13,23208,High
EVT04599,Sports Match,46631,1.62,28785,Very Critical
EVT04197,Festival,71394,1.4,50996,Critical
EVT04113,Product Launch,3995,1.56,2561,Critical
EVT00901,Political Rally,71649,0.57,125701,Low
EVT04794,Religious Gathering,54390,1.67,32569,Very Critical
EVT02764,Birthday Party,356,1.21,295,High
EVT04235,Concert,19443,1.37,14192,Critical
EVT03758,Wedding,1174,1.72,683,Very Critical
EVT02394,Product Launch,1110,0.95,1169,Medium
EVT00826,Sports Match,12326,0.43,28666,Low
EVT00972,Exhibition,2225,0.34,6546,Low
EVT03556,Exhibition,4158,1.22,3409,High
EVT00452,Birthday Party,117,0.39,302,Low
EVT02579,Concert,59694,1.05,56852,High
EVT03711,Birthday Party,1029,1.29,798,High
EVT02220,Religious Gathering,24605,0.81,30377,Medium
EVT00881,Corporate Meetup,437,0.6,729,Low
EVT01939,Wedding,527,0.86,613,Medium
EVT00032,Birthday Party,355,0.51,698,Low
EVT04490,Cultural Event,21259,1.66,12807,Very Critical
EVT00430,Political Rally,33903,0.5,67807,Low
EVT01985,Trade Fair,6595,0.85,7759,Medium
EVT02528,Wedding,313,1.23,255,High
EVT03594,Conference,1577,1.25,1262,High
EVT00588,Sports Match,23520,0.62,37936,Low
EVT03050,Birthday Party,894,1.13,792,High
EVT00870,Marathon,35246,0.31,113699,Low
EVT00617,College Fest,4604,0.58,7939,Low
EVT03087,College Fest,14363,1.01,14221,High
EVT02691,Marathon,40569,1.11,36549,High
EVT03854,Religious Gathering,177754,1.63,109052,Very Critical
EVT04030,Religious Gathering,225507,1.71,131876,Very Critical
EVT00417,Conference,513,0.58,886,Low
EVT03559,Cultural Event,8434,1.08,7810,High
EVT03445,Sports Match,54119,1.27,42614,High
EVT00031,Birthday Party,101,0.42,242,Low
EVT03800,Religious Gathering,221371,1.75,126498,Very Critical
EVT01680,Trade Fair,6889,0.81,8505,Medium
EVT00122,Wedding,141,0.38,373,Low
EVT02331,Political Rally,27840,0.87,32001,Medium
EVT03755,Marathon,141566,1.35,104864,Critical
EVT02950,Festival,17087,1.19,14359,High
EVT03139,Wedding,362,1.11,327,High
EVT03731,Birthday Party,366,1.01,363,High
EVT02082,Exhibition,2373,0.94,2525,Medium
EVT02826,Trade Fair,4941,1.15,4297,High
EVT03514,Cultural Event,15519,1.1,14109,High
EVT02563,Marathon,32740,1.04,31481,High
EVT01353,College Fest,11195,0.87,12868,Medium
EVT03056,Wedding,195,1.09,179,High
EVT02430,Birthday Party,665,0.94,708,Medium
EVT00963,Concert,22071,0.77,28664,Low
EVT00123,Religious Gathering,81607,0.74,110281,Low
EVT00397,Marathon,25199,0.7,35999,Low
EVT03237,Product Launch,1918,1.1,1744,High
EVT02108,Festival,122325,0.82,149177,Medium
EVT02296,Birthday Party,112,0.94,120,Medium
EVT04361,Religious Gathering,70225,1.41,49805,Critical
EVT03611,College Fest,9798,1.27,7715,High
EVT00471,Conference,877,0.49,1790,Low
EVT03913,Religious Gathering,96770,1.45,66738,Critical
EVT04162,Wedding,457,1.49,307,Critical
EVT01176,Corporate Meetup,333,0.44,758,Low
EVT04904,Movie event,46831,1.53,30609,Critical
EVT02758,Sports Match,30376,1.25,24301,High
EVT01631,Conference,1948,0.83,2347,Medium
EVT00800,Product Launch,1181,0.47,2514,Low
EVT00997,Political Rally,23375,0.41,57014,Low
EVT02014,Movie event,25240,0.94,26852,Medium
EVT04529,Birthday Party,1323,1.66,797,Very Critical
EVT00236,Exhibition,2078,0.32,6494,Low
EVT01291,Trade Fair,6673,0.88,7584,Medium
EVT01986,Corporate Meetup,303,0.85,357,Medium
EVT01443,Concert,17194,0.82,20969,Medium
EVT03626,Conference,2303,1.23,1873,High
EVT02804,Festival,158119,1.14,138701,High
EVT00200,College Fest,1947,0.6,3245,Low
EVT04814,Product Launch,2808,1.54,1824,Critical
EVT01975,Political Rally,34812,0.98,35523,Medium
EVT03941,Cultural Event,11338,1.33,8525,Critical
EVT02888,Marathon,63577,1.25,50862,High
EVT04618,College Fest,18214,1.47,12391,Critical
EVT02037,Sports Match,56837,0.97,58595,Medium
EVT04962,Marathon,170397,1.53,111371,Critical
EVT04358,College Fest,10443,1.72,6072,Very Critical
EVT00467,Exhibition,1596,0.53,3013,Low
EVT02376,College Fest,5911,0.94,6289,Medium
EVT01769,Cultural Event,12708,0.93,13665,Medium
EVT04974,Corporate Meetup,504,1.5,336,Critical
EVT00437,Movie event,4861,0.5,9723,Low
EVT01876,Religious Gathering,58379,0.91,64153,Medium
EVT02270,Corporate Meetup,699,0.9,777,Medium
EVT01895,Conference,1397,0.96,1456,Medium
EVT03108,Movie event,27566,1.12,24613,High
EVT03839,Festival,70635,1.61,43873,Very Critical
EVT02634,Religious Gathering,56861,1.22,46608,High
EVT04375,Cultural Event,24019,1.78,13494,Very Critical
EVT04183,Conference,2567,1.56,1646,Critical
EVT03047,Sports Match,44316,1.08,41034,High
EVT00575,Movie event,24941,0.7,35631,Low
EVT01960,Trade Fair,7735,0.96,8058,Medium
EVT02310,Corporate Meetup,510,0.94,543,Medium
EVT04484,Trade Fair,20205,1.58,12788,Critical
EVT02255,College Fest,6415,0.85,7548,Medium
EVT00606,Conference,1263,0.77,1641,Low
EVT04352,Concert,14165,1.43,9906,Critical
EVT00916,Wedding,164,0.66,249,Low
EVT01339,College Fest,6137,0.9,6819,Medium
EVT03224,Festival,45536,1.11,41024,High
EVT03231,Birthday Party,220,1.24,178,High
EVT03406,College Fest,8738,1.04,8402,High
EVT04012,Movie event,17782,1.54,11547,Critical
EVT02362,Sports Match,24972,0.89,28059,Medium
EVT00428,Corporate Meetup,508,0.64,794,Low
EVT03948,Religious Gathering,37778,1.53,24692,Critical
EVT04412,Corporate Meetup,1056,1.57,673,Critical
EVT03790,Cultural Event,13051,1.42,9191,Critical
EVT03043,Exhibition,8706,1.26,6910,High
EVT03803,Religious Gathering,174632,1.7,102725,Very Critical
EVT04781,Corporate Meetup,1354,1.73,783,Very Critical
EVT04510,Sports Match,73029,1.41,51794,Critical
EVT04881,Wedding,328,1.37,240,Critical
EVT02794,Marathon,119276,1.06,112525,High
EVT04778,Product Launch,2509,1.53,1640,Critical
EVT02689,Marathon,89596,1.26,71108,High
EVT03589,Exhibition,15102,1.27,11892,High
EVT03478,Corporate Meetup,204,1.11,184,High
EVT01002,Corporate Meetup,467,0.69,677,Low
EVT04284,Sports Match,77630,1.63,47626,Very Critical
EVT03791,Conference,2621,1.77,1481,Very Critical
EVT03147,Religious Gathering,130336,1.06,122959,High
EVT01197,Conference,1054,0.63,1674,Low
EVT00415,Birthday Party,50,0.39,129,Low
EVT04470,Concert,7798,1.47,5305,Critical
EVT02463,Trade Fair,13543,0.94,14408,Medium
EVT04917,Cultural Event,11947,1.57,7610,Critical
EVT02946,Religious Gathering,162520,1.09,149101,High
EVT02565,Trade Fair,3672,1.12,3279,High
EVT02487,Corporate Meetup,123,0.9,137,Medium
EVT03583,Festival,27252,1.05,25955,High
EVT00042,Concert,38719,0.74,52323,Low
EVT04684,Marathon,76304,1.38,55293,Critical
EVT02149,Political Rally,93084,1,93084,Medium
EVT04768,Corporate Meetup,741,1.32,562,Critical
EVT04717,Concert,39137,1.48,26444,Critical
EVT04186,Corporate Meetup,1132,1.53,740,Critical
EVT04145,Corporate Meetup,430,1.67,258,Very Critical
EVT02684,Sports Match,59105,1.05,56291,High
EVT00897,Trade Fair,7548,0.67,11267,Low
EVT03319,Religious Gathering,96537,1.12,86194,High
EVT02359,Cultural Event,9232,0.95,9718,Medium
EVT01031,Conference,333,0.78,427,Low
EVT04600,Festival,195698,1.54,127077,Critical
EVT01825,Corporate Meetup,499,0.93,537,Medium
EVT02015,Product Launch,489,0.93,526,Medium
EVT03880,Marathon,16502,1.44,11460,Critical
EVT00937,Corporate Meetup,172,0.51,339,Low
EVT03863,Cultural Event,11845,1.45,8169,Critical
EVT00303,Marathon,9862,0.46,21441,Low
EVT00974,Exhibition,4962,0.46,10788,Low
EVT04022,Festival,241884,1.71,141453,Very Critical
EVT00361,Marathon,15016,0.37,40585,Low
EVT00733,Exhibition,7176,0.56,12816,Low
EVT04451,Marathon,80797,1.69,47809,Very Critical
EVT03553,Concert,36853,1.11,33201,High
EVT00647,Wedding,223,0.58,385,Low
EVT01404,Exhibition,12477,0.95,13134,Medium
EVT03926,Movie event,43741,1.72,25431,Very Critical
EVT01396,Wedding,173,0.86,202,Medium
EVT03378,Birthday Party,517,1.25,414,High
EVT01173,Concert,27413,0.76,36070,Low
EVT00453,Exhibition,9829,0.68,14455,Low
EVT00784,Trade Fair,4727,0.42,11256,Low
EVT00260,Birthday Party,83,0.34,245,Low
EVT02658,Conference,669,1.18,567,High
EVT00119,Wedding,210,0.79,266,Low
EVT01273,Concert,49638,0.97,51174,Medium
EVT02807,Corporate Meetup,595,1.19,500,High
EVT00926,College Fest,4345,0.43,10105,Low
EVT03214,Birthday Party,868,1.17,742,High
EVT04735,Religious Gathering,41311,1.74,23742,Very Critical
EVT04955,Product Launch,1788,1.58,1132,Critical
EVT00707,Concert,22089,0.41,53877,Low
EVT02118,Cultural Event,13940,0.99,14081,Medium
EVT03484,College Fest,14360,1.23,11675,High
EVT04842,Product Launch,565,1.65,343,Very Critical
EVT04261,Political Rally,68101,1.57,43377,Critical
